,est_price,blind_assessment,after_slash,before_slash,before_DOL,rem_D,Euro
2792,$12.70/12 ounces,"Evaluated as espresso. Dry, spicy, aromatic. Oak, baker’s chocolate, mango, sage in aroma and small cup. Light, silky mouthfeel; flavor consolidates in a rich though quite dry finish. Rounds nicely in three parts milk, where a crisply lively cocoa character dominates.",12 ounces,$12.70,,12.7,11.937999999999999
2793,$12.70/12 ounces,"Sweetly roasty and spice-toned. Plum, dark chocolate, hazelnut, nutmeg and faint lily in aroma and cup. Gentle, juicy acidity; silky, pleasantly “gummy” mouthfeel. Plum and hazelnut figure prominently in the short finish, while nutmeg resurfaces in the long.",12 ounces,$12.70,,12.7,11.937999999999999
2794,$14.99/24 K-Cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Smoky and sweetly roast-toned. Cocoa powder, blackberry, sage, malt, a hint of lily in aroma and cup. Rich, bittersweet acidity; syrupy mouthfeel. The resonantly drying finish displays a pleasant cocoa-powder throughline.",24 K-Cups,$14.99,,14.99,14.0906
2795,$14.99/24 K-Cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Round and sweet. Molasses, baker’s chocolate, dried raspberry, cedar in aroma and cup. Brisk though sweet acidity; plush mouthfeel. The gently drying finish consolidates around dried fruit notes. ",24 K-Cups,$14.99,,14.99,14.0906
2796,$14.99/24 K-Cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Sweetly roast-toned. Dark chocolate, almond, banana, lily, cedar in aroma and cup. Brisk though sweet acidity; lightly syrupy mouthfeel. Chocolate notes complicate a richly drying, nut-toned finish.",24 K-Cups,$14.99,,14.99,14.0906
2797,$14.99/24 K-Cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Sweet and accessible. Apricot, almond, turbinado sugar and a hint of magnolia in aroma and cup. Brisk, balanced acidity; lightly syrupy mouthfeel. The finish is crisply sweet and gentle with a continuing almond suggestion.",24 K-Cups,$14.99,,14.99,14.0906
2798,$14.99/24 K-Cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Caramel-toned. Apricot, baker’s chocolate, almond, fresh-cut redwood in aroma and cup. Bright, juicy acidity; light, lively mouthfeel. The quietly resonant finish consolidates quickly, though the apricot suggestions persist.",24 K-Cups,$14.99,,14.99,14.0906
2799,$11.49/16 K-cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Sweetly roast-toned. Dark chocolate, fresh-cut cedar, raspberry, tea rose in aroma and cup. Richly brisk acidity; full, syrupy mouthfeel. The roundly drying finish centers around cedar and tea rose.",16 K-cups,$11.49,,11.49,10.8006
2800,$11.49/16 K-cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Crisp and sweet. Candied walnut, lantana-like flowers, vanilla paste and fresh-cut fir in aroma and cup. Crisply bright acidity; light, silky mouthfeel. Walnut and lantana sustain in a sweet-toned, richly drying finish.",16 K-cups,$11.49,,11.49,10.8006
2801,$11.49/18 K-Cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Richly sweet and spicy. Cocoa, molasses, lily, cedar in aroma and cup. Balanced, brisk acidity; lightly syrupy mouthfeel. The richly drying finish is carried by cocoa notes and hints of lily.",18 K-Cups,$11.49,,11.49,10.8006
2802,$11.49/16 K-cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Crisply sweet, caramelly. Malt, burnt caramel, almond, lily-like flowers, cherry in aroma and cup. Balanced, gently brisk acidity; lightly syrupy mouthfeel. The richly drying short finish consolidates around caramel and almond in the long.",16 K-cups,$11.49,,11.49,10.8006
2803,$14.99/24 K-Cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Rich and sweetly tart. Butterscotch, red currant, cedar, narcissus-like flowers in aroma and cup. Tart yet balanced acidity; buoyant, lightly syrupy mouthfeel. Flavor consolidates and a pleasing spearmint note surfaces in the sweet, resonant finish.",24 K-Cups,$14.99,,14.99,14.0906
2804,$11.49/16 K-cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Delicately intricate, subtly sweet. Meyer lemon zest, myrrh, roasted cacao nib, jasmine in aroma and cup. Sweetly brisk acidity; satiny mouthfeel. Meyer lemon zest and jasmine predominate in a crisp, delicate finish.",16 K-cups,$11.49,,11.49,10.8006
2805,CNY $90/227 grams,"Deeply and immaculately sweet. Blueberry, spearmint, violet, dark chocolate, clove in aroma and cup. Juicy, fruity acidity; satiny mouthfeel. The richly drying, resonant finish centers around blueberry notes enveloped in clove.",227 grams,CNY $90,CNY ,90.0,
2806,$17.45/12 ounces,"Delicately sweet and intricately composed. Black currant, dried jasmine, frankincense, cocoa butter, candied ginseng in aroma and cup. Buoyant, juicy acidity; luxuriously silky mouthfeel. Black currant and cocoa butter in the rich, elegant short finish, candied ginseng in the sweet, resonant long.",12 ounces,$17.45,,17.45,16.403
2807,$17.45/12 ounces,"Deeply and richly sweet. Honeysuckle, baker’s chocolate, papaya, roasted cacao nib, caramel in aroma and cup. Fruit-toned, balanced acidity; lightly syrupy mouthfeel. Richly drying, flavor-saturated finish: honeysuckle in the short, chocolate tones in the long.",12 ounces,$17.45,,17.45,16.403
2808,$19.00/12 ounces,"Delicate, sweetly spicy. Lime zest, frankincense, dried mango, roasted cacao nib, jasmine in aroma and cup. Juicy, sweetly tart acidity; smooth, silky mouthfeel. Lime zest and roasted cacao nib carry into the clean, resonant finish.",12 ounces,$19.00,,19.0,17.86
2809,$19.00/12 ounces,"Sweetly pungent, chocolate toned. Blood orange, sandalwood, jasmine, dark chocolate, almond paste in aroma and small cup. Silky mouthfeel; nut and fruit notes persist in the finish. Fills out three parts milk with a complex range of chocolate, fruit and nut suggestions.",12 ounces,$19.00,,19.0,17.86
2810,$14.50/12 ounces,"Richly and ripely fruit-toned. Tartly juicy raspberry, sandalwood, roasted cacao nib, lavender in aroma and cup. Crisp, lively acidity; dry, satiny mouthfeel. Lavender and roasted cacao nib carry into a crisply floral-toned finish.",12 ounces,$14.50,,14.5,13.629999999999999
2811,$17.00/12 ounces,"Rich, intricately sweet. Honey, rhododendron, tangerine zest and hazelnut in aroma and cup. Juicy, round acidity; buoyant, satiny mouthfeel. Nut and honey dominate in a crisp, quiet finish.",12 ounces,$17.00,,17.0,15.979999999999999
2812,$14.75/12 ounces,"Evaluated as espresso. Sweetly tart, richly spicy. Roasted cacao nib, cedar, apricot, orange zest, hazelnut in aroma and small cup. Light, syrupy mouthfeel. The rich, long finish consolidates around orange zest and cedar. Balanced and chocolaty in three parts milk.",12 ounces,$14.75,,14.75,13.864999999999998
2813,$18.00/12 ounces,"Rich, sweetly pungent. Caramel, dried fig, cocoa, hops and lavender in aroma and cup. Mellow, round acidity; light though syrupy mouthfeel. The flavor consolidates around cocoa and dried fig in the clean, long finish.",12 ounces,$18.00,,18.0,16.919999999999998
2814,$16.99/12 ounces,"Evaluated as espresso. Sweetly tart, richly floral. Wisteria, saffron, pink grapefruit, dark chocolate, almond in aroma and small cup. Rich, lightly syrupy body. Resonant, flavor-saturated finish with chocolate suggestions in the short and saffron in the long. Remains chocolaty and floral-toned in three parts milk.",12 ounces,$16.99,,16.99,15.970599999999997
2815,$17.50/8.8 ounces,"Roast-toned but spicy; sweet, intricate. Cocoa powder, lightly scorched sandalwood, peach, narcissus in aroma and cup. Lively, spice-toned acidity; light but buoyantly silky mouthfeel. Sandalwood, peach and chocolate carry into a rich though drying finish.",8.8 ounces,$17.50,,17.5,16.45
2816,$24.00/7 ounces,"Quietly fruit-toned, spicy. Pineapple, cocoa powder, almond, myrrh in aroma and cup. Juicy, complex acidity; smooth, satiny mouthfeel. The richly sweet, resonant finish consolidates around almond and pineapple.",7 ounces,$24.00,,24.0,22.56
2817,$15.75/12 ounces,"Mellow, balanced, sweet. Molasses, cinnamon, chocolate fudge, orange zest in aroma and cup. Balanced, sweet-toned acidity; lively, syrupy mouthfeel. The finish is sweet and resonant, saturated by chocolate notes. ",12 ounces,$15.75,,15.75,14.805
2818,$16.50/12 ounces,"Delicate, deeply and crisply sweet. Honey, black cherry, macadamia nut, hints of rose-like flowers in aroma and cup. Soft, juicy acidity; satiny mouthfeel. Honey, nut and black cherry carry into a richly drying, balanced finish.",12 ounces,$16.50,,16.5,15.51
2819,$21.00/12 ounces,"Delicate, sweetly intricate. Toffee, dried fig, hops, rhododendron-like flowers, roasted cacao nib in aroma and cup. Bright, juicy acidity; light, silky mouthfeel. The sweetly rich finish is saturated with cacao and floral suggestions.",12 ounces,$21.00,,21.0,19.74
2820,$19.00/12 ounces,"Delicately bright, richly sweet. Tangerine zest, rhododendron, caramel, almond in aroma and cup. Juicy, balanced acidity; soft, plush mouthfeel. The clean, resonant finish is sweet though gently drying in mouthfeel, carried by tangerine notes.",12 ounces,$19.00,,19.0,17.86
2821,$14.99/12 ounces,"Muted, sweet. Roasted cacao nib, apricot, tangerine zest, unroasted hazelnut, fresh-cut fir in aroma and cup. Quiet, gently tart acidity; lightly syrupy mouthfeel. Flavor consolidates in a drying finish with some sweetness in the long.",12 ounces,$14.99,,14.99,14.0906
2822,$17.50/12 ounces,"Sweet, deeply layered, complex. Toffee, black cherry, grapefruit zest, frankincense, dark chocolate in aroma and cup. Juicy, quietly tart acidity; plush, silky mouthfeel. The sweet-tart finish resonates with dark chocolate and toffee notes. Note: We deducted 3 points from our basic rating of 91 owing to one tainted cup out of five in the sample we tested.",12 ounces,$17.50,,17.5,16.45
2823,$15.75/12 ounces,"Richly bittersweet. Caramel, Brazil nut, cedar, blood orange, honeysuckle in aroma and cup. Round, low-toned acidity; lightly syrupy mouthfeel. Brazil nut and blood orange carry into a drying finish.",12 ounces,$15.75,,15.75,14.805
2824,$14.50/8.8 ounces,"Roundly roast-toned but nuanced. Scorched oak, dark chocolate, apricot, soft hints of lily-like flowers in aroma and cup. Roast-rounded, gently tart acidity; lightly satiny mouthfeel. Chocolate, apricot and flowers carry faintly into a briskly drying finish. ",8.8 ounces,$14.50,,14.5,13.629999999999999
2825,$18.00/12 ounces,"Subtle, delicately sweet. Raw cashew, black peppercorn, lemon zest, dried peach, faint wisteria in aroma and cup. Mildly tart, juicy acidity; lightly syrupy mouthfeel. The round, resonant finish is redolent of peach and black peppercorn.",12 ounces,$18.00,,18.0,16.919999999999998
2826,$13.99/12 ounces,"Delicate, sweetly pungent, lightly floral. Black currant, dried mulberry, lavender, roasted cacao nib, cedar in aroma and cup. Vibrant, balanced acidity; lightly velvety mouthfeel. Black currant, cacao nib, a hint of lavender in the crisply sweet, berry-toned finish.",12 ounces,$13.99,,13.99,13.150599999999999
2827,$32.95/8 ounces,"The classic Kona cup on steroids, maybe with a hint of Kenya: sweetly and pungently berry-toned; chocolatey and floral.",8 ounces,$32.95,,32.95,30.973000000000003
2828,$53.00/8 ounces,"Immensely rich, intricately composed. Lavender, chocolate truffle, myrrh, sandalwood, pink grapefruit in aroma and cup. Gentle, buoyant acidity; very smooth, syrupy mouthfeel. Lavender and chocolate dominate in a delicate but sustained, flavor-saturated finish. ",8 ounces,$53.00,,53.0,49.82
2829,$13.00/12 ounces,"Evaluated as espresso. Softly but richly pungent. Cashew nut, roasted cacao-nib, papaya, honey-mustard in aroma and small cup. Syrupy mouthfeel. Rich but drying in the short finish; a chocolaty sweetness emerges in the long. Quietly nuanced and nut-toned in three parts milk.  ",12 ounces,$13.00,,13.0,12.219999999999999
2830,$17.95/12 ounces,"Sweetly bright, balanced, complete. Pomegranate juice, tangerine zest, wisteria, hazelnut butter, roasted cacao nib in aroma and cup. Gentle, buoyant acidity; velvety mouthfeel. Clean, floral finish with notes of wisteria and tangerine zest that go long.",12 ounces,$17.95,,17.95,16.872999999999998
2831,$17.80/12 ounces,"Evaluated as espresso. Floral-toned, sweetly rich. Mango, wisteria, myrrh, roasted cacao nib in aroma and small cup. Tart, very silky mouthfeel. Tartly sweet short finish; almond and myrrh carry into a richly drying long. Mango dominates, complicated by sweet nut suggestions, in three parts milk. ",12 ounces,$17.80,,17.8,16.732
2832,$18.95/12 ounces,"Deeply rich, brightly floral. Blueberry jam, grapefruit, hyssop, honeysuckle, cocoa powder in aroma and cup. Vibrantly sweet acidity; light, satiny mouthfeel. The resonant, richly drying finish opens with grapefruit notes, then deepens to sweet complexity (blueberry, cocoa powder) in the long.",12 ounces,$18.95,,18.95,17.813
2833,$28.00/16 ounces,"Dynamically sweet, deeply rich. Lavender, pistachio, sweet paprika, baker’s chocolate, dried persimmon in aroma and cup. Sweetly crisp, lilting acidity; lightly satiny mouthfeel. The long resonant finish is bittersweet (lavender), nut-toned (pistachio), with a chocolate throughline and hints of sweet paprika.",16 ounces,$28.00,,28.0,26.32
2834,$50.00/8 ounces,"Crisply sweet, deeply nuanced and cocoa-toned. Almond butter, cocoa, bergamot, jasmine in aroma and cup. Lyrical acidity, juicy and buoyant; light but plush, silky mouthfeel. Bergamot and almond notes persist in the resonant, flavor-saturated finish. ",8 ounces,$50.00,,50.0,47.0
2835,$18.45/12 ounces,"Sweet-savory, gently bright. Pipe tobacco, blood orange, roasted cacao nib, Brazil nut, freesia in aroma and cup. Sweetly brisk acidity; light but plush mouthfeel. The long, resonant finish is deeply saturated with nut, tobacco and floral notes.",12 ounces,$18.45,,18.45,17.343
2836,$14.95/12 ounces,"Sweet, delicately rich, floral. Molasses, wild raspberry, baker’s chocolate and rose-like flowers in aroma and cup. Crisp, bittersweet acidity; buoyant, silky mouthfeel. The flavor consolidates around raspberry and chocolate in the rich, round, gently drying finish.",12 ounces,$14.95,,14.95,14.052999999999999
2838,$13.00/12 ounces,"Delicate, complex, sweetly pungent. Lemongrass, jasmine, caramel, frankincense, apricot in aroma and cup. Crisp, lightly juicy acidity; silky, slightly grainy mouthfeel. The richly drying finish consolidates around apricot and lemongrass.",12 ounces,$13.00,,13.0,12.219999999999999
2839,$15.99/12 ounces,"Delicate, sweetly spicy. Cinnamon, cocoa, dried raspberry, molasses in aroma and cup. Backgrounded, round acidity; lightly creamy mouthfeel. Flavor consolidates around the cinnamon suggestion in the richly drying finish.",12 ounces,$15.99,,15.99,15.0306
2840,$14.99/24 K-cups,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Balanced, sweetly nutty. Caramel, walnut, lemongrass, green apple in aroma and cup. Mellow, gently bittersweet acidity; delicate, silky mouthfeel. Walnut and apple carry into a quiet, slightly drying finish.",24 K-cups,$14.99,,14.99,14.0906
