,coffee_name,rating,rating_cat,est_price,aftertaste,aroma,body,flavor,agtron,blind_assessment,coffee_origin,notes,roast_level,roaster,roaster_location,url,clusters,max_match_key,Fruity,Tropical,Citrusy,Woody,Berry,Sweet,Candy,Nutty,Creamy,Herbal,Chocolaty,Floral,Texture,Character,Acidity / Spicy,Delicate,Bold,score
2221,Gesha Village Lot #25,95,Exceptional,NT $1500/8 ounces,8,9,9,9,52/75,"Evaluated as espresso. Rose-like flowers, chocolate fudge, cannabis flower, black cherry, fresh-cut cedar in aroma and small cup. Syrupy, vibrant mouthfeel; richly drying, sweet-savory finish. This coffee levitates in three parts milk, with rich notes of rose-like flowers ensconced in deep chocolate and a cannabis-like muskiness.","Guji Zone, Oromia Region, south-central Ethiopia","This exceptional coffee was selected as the No. 24 coffee on Coffee Review’s list of the Top 30 Coffees of 2018.  This coffee tied for the highest rating in a tasting of natural-processed single-origin espressos for Coffee Review’s August 2018 tasting report. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety of Arabica continues to distinguish itself as one of the world’s rarest and most unique coffees. Although the Gesha originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It was grown in western Ethiopia by farmers Adam and Rachel Overton and their indigenous Meanit culture collaborators from seed selected from wild trees in the nearby Gori Gesha forest. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the soft fruit residue has been removed, as is the case with wet-processed or “washed” coffees. Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.",Medium-Light,Small Eyes Cafe,"Yilan, Taiwan",https://www.coffeereview.com/review/gesha-village-lot-25/,0,Sweet,1,0,0,1,0,2,1,0,1,1,1,2,1,0,0,1,0,2
2252,Premium Coffee (Instant Coffee),68,Poor,$8.99/8 ounces (226 grams),3,3,6,3,NA/NA,"Evaluated at proportions of 5 grams of instant coffee powder mixed with 8.5 ounces (250 ml) of hot water. Not attractive. Rotten suggestions (composted orange, lily) and acrid wood dominate, along with a metallic note. On the positive side, hints of prune, salty caramel, cardamom. Bittersweet and acrid in structure; lean but smooth in mouthfeel. Continued bitter and acrid in the finish.",Not disclosed,"This coffee was reviewed in the “supermarket” category in a tasting of soluble or “instant” coffees for Coffee Review’s September 2018 tasting report. Contains coffee of the robusta species. Yuban is a brand of Kraft Foods. Visit www.yuban.com for more information.

 ",Light,Yuban,"Northfield, Illinois",https://www.coffeereview.com/review/premium-coffee-instant-coffee/,3,Citrusy,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,2
2301,Kenya Baragwi Thimu Peaberry,94,Very Good to Outstanding,$19.50/12 ounces,8,9,9,9,52/74,"Spiced toned, richly sweet. Red currant, almond nougat, pipe tobacco, narcissus-like flowers, hickory wood in aroma and cup. In structure, sweet, tart and savory in balance, with juicy acidity; full, velvety-smooth mouthfeel. The finish is crisp, resonant and flavor-saturated. ","Kirinyaga District, south-central Kenya","This exceptional coffee was selected as the No. 20 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Produced by the Baragwi Farmers Co-operative Society from trees of the SL28, Ruiru 11 and SL34 varieties of Arabica. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,Temple Coffee and Tea,"Sacramento, California",https://www.coffeereview.com/review/kenya-baragwi-thimu-peaberry/,0,Herbal,0,0,0,1,1,1,1,1,0,2,0,1,3,1,2,2,2,3
2315,Adanech Ethiopia Guji,91,Very Good to Outstanding,$18.00/12 ounces,8,8,8,9,58/84,"Sweetly herbaceous, richly cocoa-toned. Baker’s chocolate, lemon verbena, toffee, allspice, hazelnut in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. The finish leads with lemon verbena and toffee in the short, segueing to spice-toned chocolate and hazelnut in the long.","Guji Zone, Oromia Region, southern Ethiopia","Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.",Light,Steady State Roasting Company,"Carlsbad, California",https://www.coffeereview.com/review/adanech-ethiopia-guji/,2,Nutty,0,0,1,0,0,0,1,2,0,2,2,1,0,0,2,0,0,3
2328,La Providencia Guatemala Maragogype,94,Very Good to Outstanding,$21.00/12 ounces,9,9,9,9,56/78,"Complexly layered with sweet-savory depth. Wisteria, hop flowers, candied grapefruit zest, black cherry, pistachio butter in aroma and cup. Sweetly savory structure with gentle, rounded acidity; viscous, syrupy mouthfeel. The flavor-saturated finish is a mirror of the cup, carrying through on the coffee's savory-sweet resonance.","Huehuetenango growing region, Guatemala","This exceptional coffee was selected as the No. 8 coffee on Coffee Review’s list of the Top 30 Coffees of 2018.  This coffee earned the second-highest highest rating in a cupping of coffees from big-bean varieties for Coffee Review’s November 2018 tasting report. Produced by Max Ariel Palacios Villatoro of La Providencia, entirely from trees of the Maragogipe variety of Arabica. The Maragogipe (also spelled Maragogype) is a huge-beaned mutant of the ancient Typica variety. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California",https://www.coffeereview.com/review/la-providencia-guatemala-maragogype/,0,Bold,2,0,1,0,0,2,1,1,1,1,0,1,1,2,2,0,3,2
2329,Guatemala Pacamara Natural,95,Exceptional,NT $1450/8 ounces,9,9,9,9,57/77,"Complex, sweetly tart, spice-toned. Peach, fine musk, toffee, macadamia nut, roasted cacao nib in aroma and cup. Sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The elegant, lingering finish centers around notes of peach, toffee and fine musk, all cocoa-toned.","Acatenango growing region, Guatemala","This coffee earned the highest rating in a cupping of coffees from big-bean varieties for Coffee Review’s November 2018 tasting report. Produced at Finca La Hermosa entirely of the Pacamara variety of Arabica. The Pacamara is a big-beaned hybrid of the Bourbon-related Pacas and the huge-beaned Maragogipe, itself a mutant of the ancient Typica variety. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the soft fruit residue has been removed, as is the case with wet-processed or “washed” coffees. Roaster Yu Chih Hao is co-founder of Fumi Coffee, a new roaster in Hsinchu, Taiwan specializing in specialty coffee and homemade desserts. Visit https://m.facebook.com/fumicafe035586631/ for more information.",Medium-Light,Fumi Coffee,"Hsinchu, Taiwan",https://www.coffeereview.com/review/guatemala-pacamara-natural/,0,Sweet,1,0,0,0,0,3,1,2,0,1,2,0,1,1,2,1,1,2
2372,Sulawesi Tana Toraja,93,Very Good to Outstanding,$15.00/12 ounces,8,9,9,9,53/73,"Deeply rich, sweetly spicy. Butterscotch, pipe tobacco, rhododendron, juniper berry, roasted cacao nib in aroma and cup. Lively, juicy acidity; plush, velvety mouthfeel. The engaging finish is laden with notes of sweet pipe tobacco and butterscotch.","Toraja growing region, South Sulawesi, Indonesia","This coffee originates from the Toarco (TOraja ARabica COffee) project in the famous Sulawesi coffee growing region of Toraja. The project was developed and financed by Japan’s Key Coffee Company and its Indonesian partners. Until recently Toarco sold its entire production to the Japanese market, making this coffee rare in the United States. Toarco exports both conventionally wet-processed coffee and coffee processed by the Indonesian wet-hulled method; this sample represents the latter. Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-888-3042 for more information.",Medium-Light,Big Shoulders Coffee,"Chicago, Illinois",https://www.coffeereview.com/review/sulawesi-tana-toraja-3/,0,Acidity / Spicy,0,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,2
2379,Ethiopia Washed Shatawene Gr. 1,92,Very Good to Outstanding,$19.50/12 ounces,8,9,8,9,56/78,"Delicate, sweetly tart. Lemon zest, nougat, cedar, mango, narcissus-like flowers in aroma and cup. Crisp, gentle acidity; lean, silky mouthfeel. The richly drying finish consolidates around aromatic wood tones, with intimations of sweet-tart mango.","Sidamo growing region, south-central Ethiopia","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying) they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this one is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Old Soul is a roastery, bakery and crafter of artisan goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.",Medium-Light,Old Soul Co.,"Sacramento, California",https://www.coffeereview.com/review/ethiopia-washed-shatawene-gr-1/,2,Delicate,1,1,1,2,0,1,1,0,0,1,0,1,4,1,1,3,2,2
2386,Kenya Lenana,94,Very Good to Outstanding,$16.25/12 ounces,8,9,9,9,52/64,"Sweetly tart, deeply floral. Honeysuckle, mango, sarsparilla, butterscotch, pipe tobacco in aroma and cup. Juicy, buoyantly tart acidity; full, syrupy mouthfeel. The quietly resonant finish centers around sarsparilla and butterscotch.",South-central Kenya,"Produced from trees of the admired heirloom SL-28 and SL-34 varieties of Arabica. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. With two locations in Southern California’s Orange County, Kéan Coffee is an in-house coffee roaster and retailer established by Martin Diedrich of the distinguished Diedrich coffee family. The Kéan slogan, “Martin knows his beans” should be true, considering Martin grew up in Guatemala where his family owned a coffee farm. Visit www.keancoffee.com or call 949-515-3882  for more information.",Medium,Kean Coffee,"Newport Beach, California",https://www.coffeereview.com/review/kenya-lenana/,0,Sweet,0,1,0,0,0,4,1,0,1,1,0,1,1,0,1,1,0,2
2411,Ethiopia Charbanta Natural,95,Exceptional,$18.00/12 ounces,9,9,9,9,60/80,"Delicately lush, deeply sweet. Blueberry, bergamot, wisteria, chocolate fudge, a hint of whisky in aroma and cup. Bright, lively acidity; syrupy but buoyant mouthfeel. The resonant, flavor-saturated finish carries through on all the promises of the cup, including the suggestion of highlands Scotch whisky, a discreet touch of elegant, fruit-toned sweet ferment. ","Yirgacheffe growing region, southern Ethiopia","This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2016. Produced by the Charbanta Cooperative, a new organization previously associated with the Idido Cooperative. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com for more information.",Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin",https://www.coffeereview.com/review/ethiopia-charbanta-natural/,0,Berry,1,0,0,0,2,2,1,0,0,1,1,0,1,1,1,1,1,2
2417,Panama Camilina Natural Geisha,94,Very Good to Outstanding,$49.95/8 ounces,8,9,9,9,58/78,"Deeply rich, enticingly sweet. Butterscotch, peach, narcissus, almond, grapefruit zest in aroma and cup. Juicy, vibrant acidity; full, velvety mouthfeel. All the flavors from the cup carry into a resonant, flavor-saturated short finish, consolidating around butterscotch notes in the long.","Piedra Candela, Chiriqui Province, far western Panama","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Finca La Aurora. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees.Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend.Visit www.klatchroasting.com or call 877-455-2824 for more information.",Medium-Light,Klatch Coffee,"Los Angeles, California",https://www.coffeereview.com/review/panama-camilina-natural-geisha/,0,Fruity,2,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,2
