,desc_sub,review,est_price,name,roaster,roast,loc_country,origin,100g_USD,rating,review_date
767,"Rich-toned, chocolaty and floral. Baking chocolate","Rich-toned, chocolaty and floral. Baking chocolate, magnolia, agave syrup, hazelnut butter, cedar in aroma and cup. Sweet structure with gentle, round acidity; full, velvety mouthfeel. Finish consolidates to notes of baking chocolate and magnolia in the short, cedar and hazelnut in the crisp long.",$18.00/12 ounces,Peaberry Medium Roast,Hala Tree Kona Coffee,Medium,Hawai'i,Hawai'I,13.23,92,June 2020
768,"Rich-toned, chocolaty and floral. Baking chocolate","Rich-toned, chocolaty and floral. Baking chocolate, magnolia, agave syrup, hazelnut butter, cedar in aroma and cup. Sweet structure with gentle, round acidity; full, velvety mouthfeel. Finish consolidates to notes of baking chocolate and magnolia in the short, cedar and hazelnut in the crisp long.",$30.00/8 ounces,Peaberry Medium Roast,Hala Tree Kona Coffee,Medium,Hawai'i,Hawai'I,13.23,92,June 2020
769,"Sweetly savory, vibrant, deep. Meyer lemon zest, d","Sweetly savory, vibrant, deep. Meyer lemon zest, dark chocolate, tamarind, sandalwood, aromatic orchid in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Flavor-saturated-finish leads with notes of tamarind and lemon zest, rounding to deep, dark chocolate notes in the long.",$21.00/12 ounces,Guatemala El Plan Rosma,Corvus Coffee Roasters,Medium-Light,United States,Guatemala,6.17,93,September 2020
770,"Deep-toned, cleanly fruit-centered. Pineapple, vio","Deep-toned, cleanly fruit-centered. Pineapple, violet candy, almond brittle, cedar, brown sugar in aroma and cup. Sweet structure with brisk acidity; silky-smooth, lively mouthfeel. The finish is quietly flavor-saturated.",NT $400/220 grams,Guatemala Bella Carmona,Atom Coffee Roasters,Medium-Light,Taiwan,Guatemala,5.82,93,September 2020
771,"Cocoa- and floral-driven. Baking chocolate, plum, ","Cocoa- and floral-driven. Baking chocolate, plum, fresh-cut fir, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to notes of cocoa-toned plum, lime zest, fir.",NT $500/227 grams,Tarrazu Asocafé Canet,CofFeeling,Medium-Light,Taiwan,Costa Rica,7.05,92,September 2020
772,"Deeply aromatic, tropical fruit-toned. Guava, lych","Deeply aromatic, tropical fruit-toned. Guava, lychee, ginger blossom, cocoa nib, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; delicate, silky-smooth mouthfeel. Quietly fruit-centered finish with hints of cocoa nib.",$24.95/12 ounces,Kona Champagne Natural Black Rock Farm,Paradise Roasters,Light,United States,Hawai'I,7.33,93,September 2020
773,"Evaluated as espresso. Balanced, richly sweet. Bla","Evaluated as espresso. Balanced, richly sweet. Black cherry, almond, cedar, baker’s chocolate, magnolia in aroma and small cup. Full, satiny body; chocolaty, wood-framed finish. Dark chocolate notes lead the way in three parts milk, supported by notes of black cherry and almond.",NT $200/8 ounces,Guatemala Washed El General Lot SummerEnd 2020,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,2.83,93,September 2020
774,"Crisp, delicate, richly sweet. Yellow plum, cocoa ","Crisp, delicate, richly sweet. Yellow plum, cocoa powder, narcissus, sandalwood, brown sugar in aroma and cup. Sweet-toned structure with lively acidity; full, satiny mouthfeel. Cocoa-toned plum and a hint of narcissus enliven the quiet finish.",NT $500/8 ounces,Ethiopia Guji Uraga,De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,7.08,93,September 2020
775,"Sweet, crisp, fruit-toned. Raspberry, cocoa nib, o","Sweet, crisp, fruit-toned. Raspberry, cocoa nib, orange zest, magnolia, fir in aroma and cup. Sweet-toned structure with round acidity; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned raspberry and fir.",$16.95/12 ounces,Costa Rica Perla Negra,Durango Coffee Company,Medium,United States,Costa Rica,4.98,92,September 2020
776,"Deeply sweet, cocoa-toned. Dark chocolate, dried p","Deeply sweet, cocoa-toned. Dark chocolate, dried persimmon, hazelnut, wisteria, maple syrup in aroma and cup. Balanced, brisk but sweet structure with rounded acidity; satiny-smooth mouthfeel. The finish is thoroughly chocolaty with undertones of persimmon and hazelnut.",NT $700/230 grams,Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,Dory Coffee Roasters,Medium-Light,Taiwan,Ethiopia,9.74,93,September 2020
777,"Complex, richly sweet, fruit-toned. Apricot, orang","Complex, richly sweet, fruit-toned. Apricot, orange blossom, caramel, cocoa powder, almond in aroma and cup. Sweet-tart structure with pert acidity; very full, syrupy mouthfeel. Finish consolidates to caramel-toned apricot and almond.",$18.00/12 ounces,Costa Rica La Pastora,Atomic Coffee Roasters,Medium-Light,United States,Costa Rica,5.29,93,September 2020
778,"Delicately and richly fruit-toned. Raspberry, dark","Delicately and richly fruit-toned. Raspberry, dark chocolate, baking spices, tangerine zest, lemon verbena in aroma and cup. Sweet structure with winy acidity; very full, satiny mouthfeel. Chocolaty finish with notes of raspberry and baking spices.",$22.00/12 ounces,Ethiopia Yirgacheffe Natural Farm Direct,Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,94,September 2020
779,"Vibrantly floral-toned, sweetly pungent. Narcissus","Vibrantly floral-toned, sweetly pungent. Narcissus, toffee, black currant, cedar, dark caramel in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy mouthfeel. Finish leads with toffee and black currant notes supported by narcissus-like flowers throughout.",$24.00/12 ounces,Kenya Karatina AA 2020,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,7.05,94,September 2020
780,"Rich-toned, elegantly sweet. Wild honey, dried apr","Rich-toned, elegantly sweet. Wild honey, dried apricot, lilac, myrrh, sandalwood in aroma and cup. Sweetly tart structure with juicy, bright acidity; full, syrupy-smooth mouthfeel.The finish consolidates to notes of dried apricot and myrrh with undertones of wild honey.",$24.99/10 ounces,Colombia San Luís Gesha,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.81,94,August 2020
781,"Complex, fruit-toned and chocolaty. Red currant, d","Complex, fruit-toned and chocolaty. Red currant, dark chocolate, hazelnut butter, narcissus, agave syrup in aroma and cup. Sweet-toned structure with vibrant, juicy acidity; full, syrupy-smooth mouthfeel. The deep, chocolaty finish supported by sweet-tart fruit notes and narcissus-like florals.",$21.00/12 ounces,Karani Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,95,August 2020
782,"Bright, sweetly savory, deep-toned. Black currant,","Bright, sweetly savory, deep-toned. Black currant, dark chocolate, cedar, hop flowers, jasmine in aroma and cup. Richly bittersweet structure with floral-toned acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of black currant, dark chocolate and hop flowers.",$21.00/12 ounces,Kenya Gatuya,Drink Coffee Do Stuff,Medium-Light,United States,Kenya,6.17,94,August 2020
783,"Fruit-toned, tropical. Lychee, guava, cocoa nib, v","Fruit-toned, tropical. Lychee, guava, cocoa nib, violet, sandalwood in aroma and cup. Sweet-tart structure with crisp, high-toned acidity; lightly syrupy mouthfeel. The finish centers around lychee and sandalwood notes.",$15.00/12 ounces,Ethiopia Duromina Agaro Gera,SkyTop Coffee,Medium-Light,United States,Ethiopia,4.41,93,August 2020
784,"Fruit-toned, richly floral. Wild strawberry, lilac","Fruit-toned, richly floral. Wild strawberry, lilac, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with citrusy acidity; full, creamy mouthfeel. The finish is all strawberry, lilac and chocolate.",$18.99/12 ounces,Ethiopia Kayon Mountain (Natural),Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.58,94,August 2020
785,"Chocolaty and stone fruit-driven. Apricot, milk ch","Chocolaty and stone fruit-driven. Apricot, milk chocolate, narcissus, maple syrup, cedar in aroma and cup. Sweet structure with mild acidity; full, satiny-smooth mouthfeel. Finish consolidates to notes of milk chocolate and cedar with hints of apricot.",$15.00/12 ounces,Peru San Ignacio Calazobo Lot 2 FTO,SkyTop Coffee,Medium-Light,United States,Peru,4.41,93,August 2020
786,"Elegant, high-toned, complex. Apricot, narcissus, ","Elegant, high-toned, complex. Apricot, narcissus, lime, almond brittle, lemon balm in aroma and cup. Sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. The finish centers around notes of apricot and narcissus with undertones of almond brittle.",$18.49/12 ounces,Ethiopia Kayon Mountain (Washed),Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.44,94,August 2020
787,"Richly and sweetly earth-toned. Fresh humus, dark ","Richly and sweetly earth-toned. Fresh humus, dark chocolate, gently scorched oak, almond, red apple in aroma and cup. Sweet-savory structure with pert acidity; full, satiny mouthfeel. Resonant, gently drying finish with sweetly smoky chocolate and fresh humus notes.",$16.99/14 ounces,Organic Sumatra,Emiliani Coffee,Medium,United States,Indonesia,4.28,91,August 2020
788,"Crisply sweet, lightly floral-toned. Magnolia, coc","Crisply sweet, lightly floral-toned. Magnolia, cocoa nib, date, cedar, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. The quiet finish centers around notes of cocoa-toned date and cedar.",$16.99/14 ounces,Organic Mexico,Emiliani Coffee,Medium-Light,United States,Mexico,4.28,90,August 2020
789,"Energetic, floral, multi-layered, intriguing. Arom","Energetic, floral, multi-layered, intriguing. Aromatic orchid, red plum, lemon verbena, nougat, sandalwood in aroma and cup. Sweet-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish sustains all of the aroma and flavor notes of the cup in harmonious balance. ",$16.00/12 ounces,Ethiopia Dame Dabaye,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,95,August 2020
790,"Brightly fruit-toned, deeply sweet-tart. Pomegrana","Brightly fruit-toned, deeply sweet-tart. Pomegranate, jasmine, honey, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with brisk acidity; full, creamy mouthfeel. Finish consolidates to notes of jasmine, honey and grapefruit.",$16.00/12 ounces,Ethiopia Suke Quto,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,93,August 2020
791,"Crisply sweet, delicately fruit-toned. Blueberry, ","Crisply sweet, delicately fruit-toned. Blueberry, baking chocolate, oak, agave syrup, magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. Blueberry and baking chocolate lead the short finish, with magnolia returning in the long.",$16.00/12 ounces,Gelena Abaya Natural,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,91,August 2020
792,"Bright yet deep-toned, sweet-tart-savory, intensel","Bright yet deep-toned, sweet-tart-savory, intensely floral. Mango, dark chocolate, hop flowers, lilac, wild honey in aroma and cup. Richly bittersweet structure with juicy-bright acidity; viscous, nectar-like mouthfeel. Flavor-saturated, chocolaty finish.",NT $400/8 ounces,Kenya Nyeri AB Nyeshun,Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.66,96,August 2020
793,"Delicately sweet-tart, floral-toned. Narcissus, ap","Delicately sweet-tart, floral-toned. Narcissus, apricot, cocoa nib, lemon verbena, frankincense in aroma and cup. Sweet-tart structure with delicately juicy acidity; very full, syrupy mouthfeel. Cocoa nib and narcissus focus the long, lingering finish.",NT $290/8 ounces,Ethiopia Guji Bishala,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.11,94,August 2020
794,"Deep-toned, sweet-savory. Lychee, rose hips, sanda","Deep-toned, sweet-savory. Lychee, rose hips, sandalwood, dark chocolate, marjoram in aroma and cup. Sweet-savory structure with citrusy acidity; viscous, satiny mouthfeel. The resonant finish leads with lychee and rose hips, rounding to crisp chocolate and marjoram in the long.",$20.00/12 ounces,Ethiopia Wegida Natural,Wonderstate Coffee,Light,United States,Ethiopia,5.88,94,August 2020
795,"Crisply sweet, floral-toned. Narcissus, plum, almo","Crisply sweet, floral-toned. Narcissus, plum, almond, baking chocolate, a hint of bay leaf in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. Chocolaty and floral finish, crisp and resonant.",$18.00/12 ounces,Organic Panorama,Wonderstate Coffee,Medium-Light,United States,Ethiopia,5.29,93,August 2020
796,"Profoundly sweet, fruit-forward, candy-like. Cleme","Profoundly sweet, fruit-forward, candy-like. Clementine orange, Jolly Rancher, milk chocolate, cane sugar, narcissus in aroma and cup. Sweet-toned structure with juicy, vibrant acidity; viscous, honey-like mouthfeel. The prolonged finish evokes cotton candy laced with milk chocolate.",$24.00/16 ounces,Wush Wush Ginbo Keffa Ethiopia,Equiano Coffee,Medium-Light,United States,Ethiopia,5.29,95,August 2020
797,"Cleanly fruit-toned, tropical. Passion fruit, pine","Cleanly fruit-toned, tropical. Passion fruit, pineapple, honey, hazelnut, a hint of fresh yogurt in aroma and cup. Tart-leaning structure with bright acidity; plush, nectar-like mouthfeel. Finish simplifies to notes of crisply sweet pineapple with hazelnut undertones.",$14.00/12 ounces,Limu Ethiopia Natural,BLK & Bold,Light,United States,Ethiopia,4.12,94,August 2020
798,"Berry-driven, delicately sweet, caramel-toned. Str","Berry-driven, delicately sweet, caramel-toned. Strawberry, dark caramel, tangerine zest, white tea, sandalwood in aroma and cup. Crisp, high-toned structure with juicy acidity; silky, vibrant mouthfeel. Round, sweet, fruit-toned finish.",$15.99/12 ounces,Ethiopia Gera Estate Natural,Merge Coffee Company,Light,United States,Ethiopia,4.7,94,August 2020
799,"Deeply sweet, rich-toned, bright and lively. Red g","Deeply sweet, rich-toned, bright and lively. Red grape, baking chocolate, marshmallow, macadamia nut, lime zest in aroma and cup. Sweet in structure with bright, balanced acidity; full, satiny-smooth mouthfeel. The cleanly fruit-toned finish is pleasantly complicated by notes of macadamia nut and lime zest.",$18.00/12 ounces,Ethiopia Guji Natural,Portrait Coffee,Light,United States,Ethiopia,5.29,94,August 2020
800,"Deep-toned, sweetly herbaceous and earthy. Dried s","Deep-toned, sweetly herbaceous and earthy. Dried stone fruit medley, petrichor, cocoa powder, pipe tobacco, a hint of eucalyptus in aroma and cup. Sweetly savory structure with wine-toned acidity; very full, syrupy-smooth mouthfeel. Gentle spice- and cocoa-toned finish.",$18.00/12 ounces,Indonesian Sumatra Blend,Southeastern Roastery,Medium-Light,United States,Indonesia,5.29,93,August 2020
801,"Deep-toned, richly sweet. Cherry, brown sugar, gra","Deep-toned, richly sweet. Cherry, brown sugar, grapefruit zest, dark chocolate, baking spices in aroma and cup. Sweet structure with round, lively acidity; crisply smooth, velvety mouthfeel. Baking spices and dark chocolate characterize the inviting finish.",$23.00/6 ounces,Colombia Huila Geisha Las Mieles,Dr. Bean's Coffee Roasters,Light,United States,Colombia,13.52,92,August 2020
802,"Deeply chocolaty, vibrantly high-toned. Dark choco","Deeply chocolaty, vibrantly high-toned. Dark chocolate, nectarine, almond butter, freesia-like flowers, lemon thyme in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy-smooth mouthfeel. The resonantly chocolaty finish is supported by notes of almond butter and hints of freesia.",$19.00/12 ounces,Guatemala Bella Carmona,Conscious Cup Coffee Roasters,Medium-Light,United States,Guatemala,5.58,94,August 2020
803,"Bright, juicy, floral-toned. Narcissus, red plum, ","Bright, juicy, floral-toned. Narcissus, red plum, cocoa nib, bay leaf, maple syrup in aroma and cup. Gently tart structure with deep, juicy acidity; very syrupy-smooth mouthfeel. The finish leads with narcissus-like flowers and cocoa nib, with crisp maple syrup returning in the long.",$14.00/12 ounces,Ethiopia Yirgacheffe Kochere Debo,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,94,August 2020
